x,y
49.067314999993,76.0092009999789
56.0252379999729,71.6134770000353
53.15842599998,79.5545859998092
53.3240709999809,77.0093769999221
50.2100530000171,71.7335799997672
52.4737350000069,77.7153030000627
57.4462920000078,76.5375020001084
49.4562750000041,78.1531830001622
56.6973480000161,72.1131330002099
61.4150360000203,82.5339730000123
65.0747279999778,81.0480869999155
65.3309219999937,76.1850640000775
59.7975130000268,76.888669999782
57.1269510000129,80.8527730000205
65.0068159999792,74.1673590000719
63.7852169999969,73.9142229999416
59.8790419999859,79.1920730001293
60.3164170000236,80.064458000008
59.6962860000203,74.2657169997692
74.265613000025,78.9471619999968
73.0836709999712,76.6025809999555
72.6942559999879,81.0301839997992
73.5588640000205,79.667679999955
70.700547000044,81.6542589999735
70.58858900005,76.6298879999667
71.0286990000168,85.8507550000213
72.7537960000336,78.3954920000397
67.5920949999709,84.328646000009
72.6302229999565,83.9827729999088
79.9914499999722,81.8421370000578
76.2214150000364,79.6837659999728
80.273765000049,87.0306819998659
80.9401879999787,84.4718679999933
85.9761500000022,82.5405999999493
82.0997330000391,81.0366710000671
81.7984820000129,87.9022949999198
84.399105999968,86.6275220001116
85.270874000038,79.0809160000645
77.4339469999541,88.659289999865
99.0065259999828,78.3183410000056
97.9477109999862,85.1895499997772
98.6893939999864,86.0755030000582
95.8727440000512,84.1683649998158
99.9843839999521,82.610280000139
98.3748200000264,84.6551290000789
98.1800949999597,80.4079029997811
95.8866739999503,82.6917229997925
99.539284999948,78.2937420001253
91.0856500000227,83.370436000172
107.314611000009,74.2448229999281
102.444131999975,76.2463790001348
101.295049999957,77.1758510000072
108.339671000023,80.4312970000319
109.977306999965,76.130719000008
109.732620000024,72.6398769998923
103.018943000003,80.743981000036
106.338391000056,77.3541439999826
100.214430000051,73.5203309999779
105.748256999999,78.543998000212
119.978075999999,66.3806920000352
113.646276999963,74.09090799978
119.482645999989,74.7540389997885
113.030982000055,67.2480729999952
121.603913999978,73.059489000123
114.708450000035,74.0187880001031
116.051875000005,68.8530250000767
117.868979000021,66.1004800000228
113.594760000007,74.5166420000605
116.986874999944,71.7002449999563
129.248350000009,61.6701540001668
128.033872999949,58.7830799999647
132.847600999987,59.9173860000446
130.687705999939,60.5268549998291
136.74956399994,58.8756329999305
135.694812000031,65.8062359998003
132.244892999996,64.6038409997709
127.699439999997,59.2051559998654
134.888041000115,59.4591310000978
131.76900300011,63.621412999928
147.439231999917,53.8165250001475
151.022244000109,51.6194910001941
147.377246000106,48.1955229998566
151.740884999977,50.1632130001672
147.948611000087,49.0157690001652
148.619527000003,54.0444680000655
151.300846999977,47.8077309997752
150.165498000104,52.4282889999449
150.600492999889,56.2802149998024
147.627247999888,52.610009000171
183.817225999897,48.2402160000056
178.817411999917,50.1658669998869
179.08262900007,51.7405929998495
179.864102999913,53.7618040000089
179.094647000078,51.0286199999973
180.150185999926,51.3663180000149
182.567351999925,52.8391089998186
181.975719999988,44.1085049998946
178.208293000003,44.369175999891
183.180813000072,46.1594130001031
195.957044000039,46.2346330001019
201.414905000012,46.1449600001797
193.282083000056,47.6300349999219
197.176685000071,49.4331240002066
197.400873000035,49.0134439999238
196.495900999987,41.0405219998211
201.422665999969,43.229708999861
200.692732000025,49.1440940001048
198.073603000026,41.0939210001379
200.962729000021,43.9110980001278
210.637529999949,43.7544860001653
216.0806760001,43.6085959998891
214.913077000063,46.6711209998466
209.781528000021,44.9049129998311
213.325087999925,40.6606499999762
216.998063999927,45.9407750000246
217.855811000103,42.9431830001995
213.473002000013,41.2862780001014
216.736313000089,49.4556780001149
211.560123000061,41.4796489998698
231.397408999968,48.4174310001545
227.145672000013,46.9279910000041
230.379379000049,46.5974159999751
233.989917000057,48.0191259998828
228.195904999971,51.9838660000823
230.56187399989,48.3902440001257
226.426020999905,49.2035830002278
228.617676000111,47.3100040000863
235.979853000026,49.9388410001993
226.081400000025,45.9807719998062
250.705494000111,54.3439139998518
252.642093000002,57.984819999896
253.985034999903,57.6977650001645
247.456842999905,54.2820580000989
249.1888280001,55.5043049999513
252.919675000012,56.3749930001795
252.264868000057,49.5396610000171
250.0693930001,51.9724260000512
247.654998000013,55.1654300000519
251.744007000001,51.1543339998461
270.423791999929,54.5007870001718
263.416689999867,53.8131129997782
270.856730000116,54.675851999782
270.871890000068,54.7379970001057
265.960314000025,56.8558069998398
269.793275000062,59.4725469998084
263.343843999784,55.838396999985
269.470920000225,57.6723560001701
271.699572000187,55.811286999844
268.221880000085,53.9752779998817
289.556071999948,66.7571020000614
286.651035000104,59.5393150001764
287.348369000014,58.5428840001114
287.218193999957,63.0610679998063
288.762424000073,62.3057900001295
284.501447000075,64.8375209998339
285.508351000026,57.4761930000968
288.944147000089,57.1758449999616
280.930676999968,65.4296180000529
280.67794500012,66.8713899999857
285.604948000051,56.1082520000637
289.718410000205,60.0829139999114
282.247533999849,64.863601999823
289.020188000053,63.5817780001089
287.712495999876,57.7521569998935
288.46175700007,62.1963559999131
289.306799000129,57.54817799991
285.126405000221,58.2372530000284
284.342174999882,65.8692689999007
287.544757000171,58.4580859998241
295.69941599993,76.7275470001623
302.843931000214,68.4444590001367
299.498472000007,71.7936320002191
300.556290000211,67.9206989998929
295.667332999874,74.4978459998965
302.798491000198,70.3640299998224
302.825476000085,73.6007119999267
303.978376000188,75.1829960001633
294.191416000016,74.2035010000691
300.120343000162,67.1018050001003
317.538687000051,85.5335829998367
315.308151000179,84.619615000207
313.800085000228,89.6051360000856
311.368222999852,85.6773359999061
314.484753999859,92.4970709998161
314.42394899996,87.362714999821
318.532749000005,83.4080380001105
316.487453999929,92.0882640001364
309.015786000062,83.8080690000206
313.565502999816,85.5355010000058
309.37601300003,83.4318380001932
309.035042000003,84.6814500000328
316.07392900018,82.9985620002262
312.199180999771,82.4754579998553
316.012800999917,83.8475390002131
309.798159999773,82.4585150000639
310.221421999857,82.1165419998579
312.234418000095,89.6618860000744
315.826185999904,83.2600170001388
314.303590000141,82.2680409997702
300.219051999971,75.1069249999709
298.680836000014,80.9830519999377
306.72944900021,76.8212720002048
305.994252999779,78.9062189999968
305.082280000206,73.1141840000637
304.742389000021,81.6118140001781
301.774098000024,76.300270000007
306.865387999918,74.3332039997913
303.467658999842,81.4177930001169
302.911675000098,78.129523999989
290.999720999971,68.0229050000198
299.391032000072,74.0479999999516
290.99305600021,74.2216699998826
290.099313000217,69.3495689998381
293.502762999851,70.423256999813
296.151304999832,69.7372409999371
298.589924000204,68.5415019998327
294.381635999773,71.5188290001824
299.810682000127,77.8196080001071
290.954655000009,74.470736999996
288.583794000093,68.0156820002012
285.193951999769,71.036768999882
286.345342000015,65.9146480001509
284.187078000046,63.5239220000803
287.182767000049,62.6760180001147
289.065485999919,68.5669359997846
290.485791999847,65.1036200001836
